"game_id","team_id","season","is_home","opponent_team_id","minutes","pts","fgm","fga","fg3m","fg3a","ftm","fta","oreb","dreb","reb","ast","stl","blk","tov","pf","off_rating","def_rating","net_rating","pace","ts_pct","last_updated_at"
"0022500001",1610612760,"2025-26",True,1610612745,"290:00",125,46,104,13,52,20,25,11,27,38,29,12,4,11,27,"112.6","107.8","4.8","93.52","0.543","2026-02-05 11:33:08.093955-06"
"0022500001",1610612745,"2025-26",False,1610612760,"290:00",124,43,97,11,39,27,31,16,36,52,23,6,5,22,26,"107.8","112.6","-4.8","93.52","0.56","2026-02-05 11:33:08.093955-06"
"0022500002",1610612747,"2025-26",True,1610612744,"240:00",109,42,77,8,32,17,28,7,32,39,23,7,2,19,21,"106.9","119.0","-12.1","101.0","0.61","2026-02-05 11:33:09.309514-06"
"0022500002",1610612744,"2025-26",False,1610612747,"240:00",119,38,78,17,40,26,29,9,31,40,29,10,4,18,27,"119.0","106.9","12.1","101.0","0.656","2026-02-05 11:33:09.309514-06"
"0022500003",1610612752,"2025-26",True,1610612739,"240:00",119,37,86,14,40,31,36,9,39,48,22,8,4,13,23,"113.3","105.7","7.6","105.0","0.584","2026-02-05 11:33:10.485735-06"
"0022500003",1610612739,"2025-26",False,1610612752,"240:00",111,40,86,19,46,12,18,4,28,32,21,8,4,15,25,"105.7","113.3","-7.6","105.0","0.591","2026-02-05 11:33:10.485735-06"
"0022500080",1610612766,"2025-26",True,1610612751,"240:00",136,48,90,17,36,23,33,14,36,50,33,5,5,16,25,"128.3","110.4","17.9","106.0","0.651","2026-02-05 11:33:11.672274-06"
"0022500080",1610612751,"2025-26",False,1610612766,"240:00",117,39,88,14,40,25,34,12,26,38,25,8,3,17,28,"110.4","128.3","-17.9","106.0","0.568","2026-02-05 11:33:11.672274-06"
"0022500081",1610612753,"2025-26",True,1610612748,"240:00",125,42,90,12,30,29,35,9,37,46,23,8,7,15,20,"112.6","109.0","3.6","111.0","0.593","2026-02-05 11:33:13.000353-06"
"0022500081",1610612748,"2025-26",False,1610612753,"240:00",121,44,91,12,35,21,27,10,37,47,26,9,4,17,28,"109.0","112.6","-3.6","111.0","0.588","2026-02-05 11:33:13.000353-06"
"0022500082",1610612737,"2025-26",True,1610612761,"240:00",118,38,90,10,35,32,37,8,26,34,25,7,6,15,24,"104.4","122.1","-17.7","113.0","0.555","2026-02-05 11:33:14.374683-06"
"0022500082",1610612761,"2025-26",False,1610612737,"240:00",138,54,95,6,25,24,29,12,42,54,36,10,4,19,31,"122.1","104.4","17.7","113.0","0.64","2026-02-05 11:33:14.374683-06"
"0022500083",1610612738,"2025-26",True,1610612755,"240:00",116,41,91,11,43,23,26,10,32,42,16,7,4,11,28,"116.0","117.0","-1.0","100.0","0.566","2026-02-05 11:33:16.008235-06"
"0022500083",1610612755,"2025-26",False,1610612738,"240:00",117,39,85,16,41,23,30,10,30,40,23,3,4,14,23,"117.0","116.0","1.0","100.0","0.596","2026-02-05 11:33:16.008235-06"
"0022500004",1610612742,"2025-26",True,1610612759,"240:00",92,31,83,9,21,21,26,9,28,37,20,5,3,16,24,"91.1","125.0","-33.9","100.5","0.487","2026-02-05 11:33:17.649856-06"
"0022500004",1610612759,"2025-26",False,1610612742,"240:00",125,50,87,8,20,17,28,11,39,50,24,10,5,14,24,"125.0","91.1","33.9","100.5","0.629","2026-02-05 11:33:17.649856-06"
"0022500005",1610612754,"2025-26",True,1610612760,"290:00",135,46,105,13,43,30,40,11,44,55,21,6,4,14,37,"108.0","114.6","-6.6","102.62","0.551","2026-02-05 11:33:19.262335-06"
"0022500005",1610612760,"2025-26",False,1610612754,"290:00",141,43,95,10,35,45,51,9,51,60,17,6,2,14,33,"114.6","108.0","6.6","102.62","0.6","2026-02-05 11:33:19.262335-06"
"0022500084",1610612741,"2025-26",True,1610612765,"240:00",115,39,87,11,30,26,32,12,38,50,29,6,8,17,23,"108.5","105.7","2.8","105.5","0.569","2026-02-05 11:33:21.024794-06"
"0022500084",1610612765,"2025-26",False,1610612741,"240:00",111,43,97,7,24,18,26,13,33,46,29,8,10,10,29,"105.7","108.5","-2.8","105.5","0.512","2026-02-05 11:33:21.024794-06"
"0022500085",1610612763,"2025-26",True,1610612740,"240:00",128,41,80,11,37,35,43,6,33,39,20,5,12,17,29,"117.4","113.0","4.5","108.5","0.647","2026-02-05 11:33:22.811127-06"
"0022500085",1610612740,"2025-26",False,1610612763,"240:00",122,45,98,10,27,22,31,17,30,47,20,10,4,14,30,"113.0","117.4","-4.5","108.5","0.546","2026-02-05 11:33:22.811127-06"
"0022500086",1610612749,"2025-26",True,1610612764,"240:00",133,50,98,18,44,15,19,6,40,46,31,8,6,8,22,"124.3","112.1","12.1","107.0","0.625","2026-02-05 11:33:24.787689-06"
"0022500086",1610612764,"2025-26",False,1610612749,"240:00",120,46,98,17,42,11,19,13,43,56,23,5,4,13,19,"112.1","124.3","-12.1","107.0","0.564","2026-02-05 11:33:24.787689-06"
"0022500087",1610612762,"2025-26",True,1610612746,"240:00",129,48,87,17,44,16,20,13,33,46,38,11,6,12,21,"135.8","113.7","22.1","95.0","0.673","2026-02-05 11:33:26.675028-06"
"0022500087",1610612746,"2025-26",False,1610612762,"240:00",108,39,88,14,45,16,21,15,23,38,28,8,6,15,21,"113.7","135.8","-22.1","95.0","0.555","2026-02-05 11:33:26.675028-06"
"0022500088",1610612756,"2025-26",True,1610612758,"240:00",120,45,95,10,34,20,28,18,33,51,23,7,7,15,25,"117.6","116.0","1.6","101.0","0.559","2026-02-05 11:33:28.489818-06"
"0022500088",1610612758,"2025-26",False,1610612756,"240:00",116,47,94,9,24,13,23,9,28,37,24,10,10,13,22,"116.0","117.6","-1.6","101.0","0.557","2026-02-05 11:33:28.489818-06"
"0022500089",1610612757,"2025-26",True,1610612750,"240:00",114,36,90,13,42,29,35,7,32,39,25,10,3,15,17,"110.7","112.4","-1.7","104.0","0.541","2026-02-05 11:33:30.346203-06"
"0022500089",1610612750,"2025-26",False,1610612757,"240:00",118,42,86,15,30,19,24,10,35,45,21,10,10,19,29,"112.4","110.7","1.7","104.0","0.611","2026-02-05 11:33:30.346203-06"
"0022500006",1610612744,"2025-26",True,1610612743,"265:00",137,50,99,18,47,19,25,10,33,43,33,11,3,8,16,"128.0","123.6","4.5","96.45","0.623","2026-02-05 11:33:32.108511-06"
"0022500006",1610612743,"2025-26",False,1610612744,"265:00",131,51,95,16,40,13,14,7,36,43,32,8,4,13,22,"123.6","128.0","-4.5","96.45","0.647","2026-02-05 11:33:32.108511-06"
"0022500018",1610612752,"2025-26",True,1610612738,"240:00",105,33,86,17,45,22,25,21,32,53,23,7,4,15,17,"112.9","101.1","11.8","93.5","0.541","2026-02-05 11:33:33.640911-06"
"0022500018",1610612738,"2025-26",False,1610612752,"240:00",95,35,82,15,44,10,15,8,29,37,19,10,7,15,25,"101.1","112.9","-11.8","93.5","0.536","2026-02-05 11:33:33.640911-06"
"0022500090",1610612753,"2025-26",True,1610612737,"240:00",107,37,78,9,31,24,37,12,33,45,21,7,3,22,26,"103.9","109.9","-6.0","102.0","0.567","2026-02-05 11:33:34.958115-06"
"0022500090",1610612737,"2025-26",False,1610612753,"240:00",111,41,85,8,29,21,28,9,31,40,26,9,5,16,21,"109.9","103.9","6.0","102.0","0.57","2026-02-05 11:33:34.958115-06"
"0022500091",1610612751,"2025-26",True,1610612739,"240:00",124,49,96,19,45,7,7,10,28,38,30,9,NULL,19,28,"119.2","124.8","-5.5","104.5","0.626","2026-02-05 11:33:36.272334-06"
"0022500091",1610612739,"2025-26",False,1610612751,"240:00",131,44,82,18,42,25,35,9,27,36,32,14,5,17,18,"124.8","119.2","5.5","104.5","0.672","2026-02-05 11:33:36.272334-06"
"0022500092",1610612761,"2025-26",True,1610612749,"240:00",116,42,85,11,27,21,32,10,31,41,25,10,4,16,21,"110.5","117.3","-6.8","104.5","0.585","2026-02-05 11:33:37.547673-06"
"0022500092",1610612749,"2025-26",False,1610612761,"240:00",122,47,90,14,40,14,25,14,37,51,25,9,5,18,24,"117.3","110.5","6.8","104.5","0.604","2026-02-05 11:33:37.547673-06"
"0022500019",1610612747,"2025-26",True,1610612750,"240:00",128,45,76,12,29,26,32,7,31,38,26,6,3,10,20,"137.6","117.0","20.6","93.5","0.71","2026-02-05 11:33:38.851329-06"
"0022500019",1610612750,"2025-26",False,1610612747,"240:00",110,41,88,13,38,15,21,15,25,40,24,4,3,12,27,"117.0","137.6","-20.6","93.5","0.566","2026-02-05 11:33:38.851329-06"
"0022500093",1610612745,"2025-26",True,1610612765,"240:00",111,32,83,10,22,37,48,17,28,45,15,14,2,13,24,"111.0","115.0","-4.0","100.0","0.533","2026-02-05 11:33:40.165301-06"
"0022500093",1610612765,"2025-26",False,1610612745,"240:00",115,42,90,16,39,15,23,15,33,48,26,6,11,17,31,"115.0","111.0","4.0","100.0","0.574","2026-02-05 11:33:40.165301-06"
"0022500094",1610612763,"2025-26",True,1610612748,"240:00",114,38,95,13,45,25,28,12,29,41,29,8,4,20,19,"100.9","129.2","-28.3","113.0","0.531","2026-02-05 11:33:41.683414-06"
"0022500094",1610612748,"2025-26",False,1610612763,"240:00",146,55,102,19,40,17,22,17,40,57,34,15,4,19,25,"129.2","100.9","28.3","113.0","0.654","2026-02-05 11:33:41.683414-06"
"0022500095",1610612740,"2025-26",True,1610612759,"265:00",116,42,97,10,32,22,29,16,29,45,24,10,3,13,21,"110.5","112.1","-1.7","96.0","0.528","2026-02-05 11:33:43.02741-06"
"0022500095",1610612759,"2025-26",False,1610612740,"265:00",120,45,98,13,43,17,26,20,39,59,25,6,13,18,27,"112.1","110.5","1.7","96.0","0.548","2026-02-05 11:33:43.02741-06"
"0022500096",1610612742,"2025-26",True,1610612764,"240:00",107,38,88,10,34,21,27,9,39,48,23,11,5,21,19,"99.1","107.3","-8.3","108.5","0.536","2026-02-05 11:33:44.388508-06"
"0022500096",1610612764,"2025-26",False,1610612742,"240:00",117,41,90,15,36,20,29,10,38,48,27,11,8,15,24,"107.3","99.1","8.3","108.5","0.569","2026-02-05 11:33:44.388508-06"
"0022500097",1610612757,"2025-26",True,1610612744,"240:00",139,50,93,16,34,23,25,10,28,38,30,13,5,18,28,"126.4","107.2","19.2","110.5","0.668","2026-02-05 11:33:45.902967-06"
"0022500097",1610612744,"2025-26",False,1610612757,"240:00",119,35,80,16,38,33,39,12,29,41,24,12,3,25,22,"107.2","126.4","-19.2","110.5","0.612","2026-02-05 11:33:45.902967-06"
"0022500098",1610612758,"2025-26",True,1610612762,"240:00",105,40,83,14,32,11,15,5,28,33,23,10,4,13,18,"108.2","105.1","3.2","98.0","0.586","2026-02-05 11:33:47.166156-06"
"0022500098",1610612762,"2025-26",False,1610612758,"240:00",104,38,86,13,41,15,17,11,39,50,25,6,1,19,16,"105.1","108.2","-3.2","98.0","0.556","2026-02-05 11:33:47.166156-06"
"0022500099",1610612746,"2025-26",True,1610612756,"240:00",129,45,76,16,29,23,26,10,35,45,32,12,5,17,19,"133.0","105.2","27.8","97.0","0.738","2026-02-05 11:33:48.405849-06"
"0022500099",1610612756,"2025-26",False,1610612746,"240:00",102,37,90,16,47,12,15,15,22,37,23,12,4,18,25,"105.2","133.0","-27.8","97.0","0.528","2026-02-05 11:33:48.405849-06"
"0022500100",1610612753,"2025-26",True,1610612741,"240:00",98,34,87,3,24,27,33,15,38,53,12,8,5,20,25,"90.7","102.8","-12.1","107.5","0.483","2026-02-05 11:33:49.740188-06"
"0022500100",1610612741,"2025-26",False,1610612753,"240:00",110,39,83,10,27,22,29,9,37,46,26,13,2,18,26,"102.8","90.7","12.1","107.5","0.574","2026-02-05 11:33:49.740188-06"
"0022500101",1610612737,"2025-26",True,1610612760,"240:00",100,35,85,16,39,14,21,15,31,46,25,7,5,16,23,"104.2","123.2","-19.0","95.5","0.531","2026-02-05 11:33:51.008711-06"
"0022500101",1610612760,"2025-26",False,1610612737,"240:00",117,43,93,14,37,17,19,15,35,50,21,13,3,12,19,"123.2","104.2","19.0","95.5","0.577","2026-02-05 11:33:51.008711-06"
"0022500102",1610612755,"2025-26",True,1610612766,"240:00",125,41,87,18,39,25,32,11,29,40,29,10,5,15,25,"120.2","117.5","2.7","103.5","0.618","2026-02-05 11:33:52.256767-06"
"0022500102",1610612766,"2025-26",False,1610612755,"240:00",121,43,89,16,42,19,28,13,32,45,30,6,3,16,26,"117.5","120.2","-2.7","103.5","0.597","2026-02-05 11:33:52.256767-06"
"0022500103",1610612763,"2025-26",True,1610612754,"240:00",128,44,97,15,39,25,32,10,39,49,31,6,4,4,22,"126.7","101.0","25.8","101.5","0.576","2026-02-05 11:33:53.553697-06"
"0022500103",1610612754,"2025-26",False,1610612763,"240:00",103,36,89,14,40,17,23,11,33,44,25,2,5,13,21,"101.0","126.7","-25.8","101.5","0.52","2026-02-05 11:33:53.553697-06"
"0022500104",1610612743,"2025-26",True,1610612756,"240:00",133,43,84,9,31,38,42,11,32,43,31,14,1,16,23,"125.5","105.7","19.8","105.5","0.649","2026-02-05 11:33:54.794912-06"
"0022500104",1610612756,"2025-26",False,1610612743,"240:00",111,38,88,17,50,18,22,12,26,38,24,7,4,19,29,"105.7","125.5","-19.8","105.5","0.568","2026-02-05 11:33:54.794912-06"
"0022500105",1610612759,"2025-26",True,1610612751,"240:00",118,39,78,12,27,28,36,11,34,45,20,7,6,12,23,"124.2","112.6","11.6","95.0","0.629","2026-02-05 11:33:56.077743-06"
"0022500105",1610612751,"2025-26",False,1610612759,"240:00",107,34,87,16,50,23,24,11,23,34,22,9,NULL,11,30,"112.6","124.2","-11.6","95.0","0.548","2026-02-05 11:33:56.077743-06"
"0022500106",1610612765,"2025-26",True,1610612738,"240:00",119,39,93,9,34,32,36,19,36,55,22,7,5,16,24,"120.2","114.1","6.1","99.0","0.547","2026-02-05 11:33:57.443207-06"
"0022500106",1610612738,"2025-26",False,1610612765,"240:00",113,40,94,15,45,18,24,12,26,38,17,11,8,12,26,"114.1","120.2","-6.1","99.0","0.54","2026-02-05 11:33:57.443207-06"
"0022500107",1610612739,"2025-26",True,1610612749,"240:00",118,39,87,12,40,28,35,10,34,44,23,10,2,16,23,"114.6","109.7","4.9","103.0","0.576","2026-02-05 11:33:58.652787-06"
"0022500107",1610612749,"2025-26",False,1610612739,"240:00",113,40,79,13,33,20,28,9,28,37,25,12,6,17,26,"109.7","114.6","-4.9","103.0","0.619","2026-02-05 11:33:58.652787-06"
"0022500108",1610612748,"2025-26",True,1610612752,"240:00",115,38,83,13,37,26,31,9,41,50,25,7,1,16,16,"109.5","102.9","6.6","104.5","0.595","2026-02-05 11:33:59.93692-06"
"0022500108",1610612752,"2025-26",False,1610612748,"240:00",107,38,98,15,54,16,21,16,36,52,23,9,3,15,24,"102.9","109.5","-6.6","104.5","0.499","2026-02-05 11:33:59.93692-06"
"0022500109",1610612764,"2025-26",True,1610612766,"240:00",113,41,91,10,34,21,25,7,33,40,25,5,4,15,27,"104.6","127.5","-22.9","108.5","0.554","2026-02-05 11:34:01.160956-06"
"0022500109",1610612766,"2025-26",False,1610612764,"240:00",139,47,92,15,38,30,36,11,41,52,30,12,4,11,16,"127.5","104.6","22.9","108.5","0.644","2026-02-05 11:34:01.160956-06"
"0022500110",1610612750,"2025-26",True,1610612754,"240:00",114,39,84,10,33,26,37,13,35,48,19,9,4,14,24,"111.8","108.9","2.9","101.5","0.568","2026-02-05 11:34:02.338449-06"
"0022500110",1610612754,"2025-26",False,1610612750,"240:00",110,39,91,14,40,18,27,16,33,49,24,7,5,16,27,"108.9","111.8","-2.9","101.5","0.535","2026-02-05 11:34:02.338449-06"
"0022500111",1610612742,"2025-26",True,1610612761,"240:00",139,50,85,10,26,29,39,12,37,49,32,12,7,20,26,"127.5","116.2","11.3","110.0","0.68","2026-02-05 11:34:03.474725-06"
"0022500111",1610612761,"2025-26",False,1610612742,"240:00",129,49,100,13,33,18,24,14,29,43,33,10,1,14,28,"116.2","127.5","-11.3","110.0","0.583","2026-02-05 11:34:03.474725-06"
"0022500007",1610612765,"2025-26",True,1610612739,"240:00",95,33,87,11,34,18,27,16,32,48,20,12,4,25,29,"89.6","111.5","-21.9","105.0","0.48","2026-02-05 11:34:04.627966-06"
"0022500007",1610612739,"2025-26",False,1610612765,"240:00",116,39,85,11,35,27,35,12,36,48,25,11,4,19,25,"111.5","89.6","21.9","105.0","0.578","2026-02-05 11:34:04.627966-06"
"0022500112",1610612746,"2025-26",True,1610612757,"240:00",114,44,80,12,31,14,15,7,39,46,26,11,8,22,27,"110.7","104.9","5.8","102.5","0.658","2026-02-05 11:34:05.843799-06"
"0022500112",1610612757,"2025-26",False,1610612746,"240:00",107,34,92,11,41,28,34,18,24,42,24,12,2,16,21,"104.9","110.7","-5.8","102.5","0.5","2026-02-05 11:34:05.843799-06"
"0022500113",1610612758,"2025-26",True,1610612747,"240:00",120,45,101,18,43,12,18,13,27,40,27,13,4,15,26,"111.1","118.7","-7.6","107.5","0.551","2026-02-05 11:34:07.082336-06"
"0022500113",1610612747,"2025-26",False,1610612758,"240:00",127,39,80,8,25,41,46,10,37,47,26,9,3,17,17,"118.7","111.1","7.6","107.5","0.633","2026-02-05 11:34:07.082336-06"
"0022500114",1610612755,"2025-26",True,1610612753,"240:00",136,48,97,14,33,26,32,14,25,39,25,5,9,6,27,"137.4","126.5","10.8","98.5","0.612","2026-02-05 11:34:08.303327-06"
"0022500114",1610612753,"2025-26",False,1610612755,"240:00",124,45,82,8,25,26,38,13,30,43,27,4,7,13,22,"126.5","137.4","-10.8","98.5","0.628","2026-02-05 11:34:08.303327-06"
"0022500008",1610612750,"2025-26",True,1610612743,"240:00",114,40,85,10,32,24,29,7,26,33,19,8,9,14,22,"112.9","123.3","-10.4","102.0","0.583","2026-02-05 11:34:10.059681-06"
"0022500008",1610612743,"2025-26",False,1610612750,"240:00",127,46,88,13,26,22,25,10,36,46,24,5,4,12,24,"123.3","112.9","10.4","102.0","0.641","2026-02-05 11:34:10.059681-06"
"0022500115",1610612741,"2025-26",True,1610612737,"240:00",128,48,92,16,43,16,21,12,39,51,33,5,4,14,20,"123.1","117.1","5.9","104.5","0.632","2026-02-05 11:34:11.533018-06"
"0022500115",1610612737,"2025-26",False,1610612741,"240:00",123,49,98,11,32,14,20,8,28,36,32,8,1,6,17,"117.1","123.1","-5.9","104.5","0.576","2026-02-05 11:34:11.533018-06"
"0022500116",1610612745,"2025-26",True,1610612751,"240:00",137,49,85,16,32,23,26,9,30,39,33,10,4,9,22,"148.9","117.2","31.7","92.5","0.71","2026-02-05 11:34:12.824006-06"
"0022500116",1610612751,"2025-26",False,1610612745,"240:00",109,41,86,15,40,12,18,15,22,37,22,3,NULL,12,24,"117.2","148.9","-31.7","92.5","0.58","2026-02-05 11:34:12.824006-06"
"0022500117",1610612740,"2025-26",True,1610612738,"240:00",90,28,84,9,36,25,28,11,24,35,17,7,NULL,13,19,"95.7","128.4","-32.7","94.5","0.467","2026-02-05 11:34:14.261443-06"
"0022500117",1610612738,"2025-26",False,1610612740,"240:00",122,46,95,18,53,12,15,16,38,54,25,5,7,11,24,"128.4","95.7","32.7","94.5","0.6","2026-02-05 11:34:14.261443-06"
"0022500118",1610612759,"2025-26",True,1610612761,"240:00",121,39,67,13,27,30,36,7,37,44,29,11,3,20,17,"121.0","105.1","15.9","99.0","0.73","2026-02-05 11:34:15.45146-06"
"0022500118",1610612761,"2025-26",False,1610612759,"240:00",103,37,79,12,32,17,23,1,19,20,29,9,4,15,23,"105.1","121.0","-15.9","99.0","0.578","2026-02-05 11:34:15.45146-06"
"0022500119",1610612742,"2025-26",True,1610612760,"240:00",94,33,87,12,39,16,22,6,30,36,20,6,4,8,15,"95.9","104.1","-8.2","97.5","0.486","2026-02-05 11:34:16.597897-06"
"0022500119",1610612760,"2025-26",False,1610612742,"240:00",101,42,90,6,30,11,13,9,46,55,21,5,5,13,23,"104.1","95.9","8.2","97.5","0.528","2026-02-05 11:34:16.597897-06"
"0022500120",1610612762,"2025-26",True,1610612756,"265:00",138,44,108,16,49,34,36,28,36,64,27,8,4,18,27,"121.1","117.5","3.5","103.25","0.557","2026-02-05 11:34:17.780899-06"
"0022500120",1610612756,"2025-26",False,1610612762,"265:00",134,45,106,20,55,24,31,18,30,48,37,13,8,14,29,"117.5","121.1","-3.5","103.25","0.56","2026-02-05 11:34:17.780899-06"
"0022500121",1610612744,"2025-26",True,1610612763,"240:00",131,44,83,19,43,24,30,7,32,39,36,7,5,16,24,"126.0","111.3","14.6","105.0","0.681","2026-02-05 11:34:18.92971-06"
"0022500121",1610612763,"2025-26",False,1610612744,"240:00",118,40,88,12,39,26,28,7,32,39,32,8,3,13,20,"111.3","126.0","-14.6","105.0","0.588","2026-02-05 11:34:18.92971-06"
"0022500122",1610612747,"2025-26",True,1610612757,"240:00",108,40,86,7,27,21,26,12,30,42,23,11,5,23,19,"100.0","115.1","-15.1","107.0","0.554","2026-02-05 11:34:20.07269-06"
"0022500122",1610612757,"2025-26",False,1610612747,"240:00",122,47,103,14,43,14,15,19,30,49,24,12,9,18,17,"115.1","100.0","15.1","107.0","0.557","2026-02-05 11:34:20.07269-06"
"0022500123",1610612764,"2025-26",True,1610612755,"265:00",134,51,107,17,43,15,21,13,37,50,33,10,5,15,30,"119.6","125.2","-5.6","100.98","0.576","2026-02-05 11:34:21.276286-06"
"0022500123",1610612755,"2025-26",False,1610612764,"265:00",139,45,100,17,42,32,37,18,37,55,26,7,11,14,21,"125.2","119.6","5.6","100.98","0.598","2026-02-05 11:34:21.276286-06"
"0022500124",1610612748,"2025-26",True,1610612766,"240:00",144,52,96,20,45,20,22,8,29,37,34,8,2,11,16,"133.3","109.3","24.0","107.5","0.681","2026-02-05 11:34:22.431663-06"
"0022500124",1610612766,"2025-26",False,1610612748,"240:00",117,40,90,18,45,19,23,9,32,41,26,9,3,17,18,"109.3","133.3","-24.0","107.5","0.584","2026-02-05 11:34:22.431663-06"
"0022500125",1610612749,"2025-26",True,1610612752,"240:00",121,43,79,14,34,21,24,4,34,38,27,7,8,13,21,"124.7","114.4","10.3","97.0","0.676","2026-02-05 11:34:23.618067-06"
"0022500125",1610612752,"2025-26",False,1610612749,"240:00",111,39,92,13,40,20,23,17,28,45,24,9,2,13,21,"114.4","124.7","-10.3","97.0","0.543","2026-02-05 11:34:23.618067-06"
"0022500126",1610612760,"2025-26",True,1610612758,"240:00",107,42,92,14,44,9,10,10,34,44,26,11,10,15,19,"104.9","100.0","4.9","101.5","0.555","2026-02-05 11:34:24.774311-06"
"0022500126",1610612758,"2025-26",False,1610612760,"240:00",101,36,85,10,29,19,21,9,37,46,21,11,3,17,16,"100.0","104.9","-4.9","101.5","0.536","2026-02-05 11:34:24.774311-06"
"0022500127",1610612744,"2025-26",True,1610612746,"240:00",98,39,86,17,45,3,4,10,32,42,24,11,3,13,15,"108.9","88.8","20.1","89.5","0.558","2026-02-05 11:34:25.93445-06"
"0022500127",1610612746,"2025-26",False,1610612744,"240:00",79,30,82,6,33,13,16,13,34,47,10,7,2,13,5,"88.8","108.9","-20.1","89.5","0.444","2026-02-05 11:34:25.93445-06"
"0022500128",1610612738,"2025-26",True,1610612739,"240:00",125,42,95,21,57,20,24,18,35,53,29,11,3,9,19,"131.6","109.4","22.2","95.5","0.592","2026-02-05 11:34:27.252443-06"
"0022500128",1610612739,"2025-26",False,1610612738,"240:00",105,35,87,17,52,18,24,11,31,42,25,6,4,14,22,"109.4","131.6","-22.2","95.5","0.538","2026-02-05 11:34:27.252443-06"
"0022500129",1610612765,"2025-26",True,1610612753,"240:00",135,46,93,13,32,30,34,14,32,46,29,11,8,13,28,"136.4","114.9","21.5","100.0","0.625","2026-02-05 11:34:28.391809-06"
"0022500129",1610612753,"2025-26",False,1610612765,"240:00",116,38,83,12,31,28,40,15,28,43,22,5,5,16,27,"114.9","136.4","-21.5","100.0","0.577","2026-02-05 11:34:28.391809-06"
"0022500130",1610612751,"2025-26",True,1610612737,"240:00",112,40,88,11,37,21,27,15,32,47,23,4,4,16,17,"115.5","120.6","-5.2","97.0","0.561","2026-02-05 11:34:29.559493-06"
"0022500130",1610612737,"2025-26",False,1610612751,"240:00",117,44,93,13,33,16,22,13,31,44,33,11,8,8,26,"120.6","115.5","5.2","97.0","0.57","2026-02-05 11:34:29.559493-06"
"0022500131",1610612761,"2025-26",True,1610612745,"240:00",121,43,85,21,40,14,19,4,18,22,29,6,2,10,26,"119.8","137.6","-17.8","101.0","0.648","2026-02-05 11:34:30.910303-06"
"0022500131",1610612745,"2025-26",False,1610612761,"240:00",139,50,87,13,30,26,34,17,36,53,31,9,8,15,16,"137.6","119.8","17.8","101.0","0.682","2026-02-05 11:34:30.910303-06"
"0022500132",1610612741,"2025-26",True,1610612758,"240:00",126,49,91,14,32,14,18,12,34,46,34,6,2,15,20,"126.0","111.9","14.1","100.5","0.637","2026-02-05 11:34:32.052258-06"
"0022500132",1610612758,"2025-26",False,1610612741,"240:00",113,43,82,7,28,20,26,5,26,31,28,10,2,10,17,"111.9","126.0","-14.1","100.5","0.605","2026-02-05 11:34:32.052258-06"
"0022500133",1610612742,"2025-26",True,1610612754,"240:00",107,36,79,5,24,30,37,7,40,47,21,4,7,19,22,"101.9","99.1","2.8","105.5","0.562","2026-02-05 11:34:33.214831-06"
"0022500133",1610612754,"2025-26",False,1610612742,"240:00",105,37,106,13,45,18,28,19,33,52,20,8,7,12,29,"99.1","101.9","-2.8","105.5","0.444","2026-02-05 11:34:33.214831-06"
"0022500134",1610612743,"2025-26",True,1610612740,"240:00",122,48,90,14,42,12,14,13,43,56,40,6,4,14,23,"123.2","89.8","33.4","98.5","0.634","2026-02-05 11:34:34.540478-06"
"0022500134",1610612740,"2025-26",False,1610612743,"240:00",88,32,85,7,34,17,29,13,23,36,17,9,3,13,15,"89.8","123.2","-33.4","98.5","0.45","2026-02-05 11:34:34.540478-06"
"0022500135",1610612762,"2025-26",True,1610612757,"240:00",134,41,84,11,35,41,49,16,30,46,30,10,7,21,24,"120.7","123.6","-2.9","110.5","0.635","2026-02-05 11:34:35.838578-06"
"0022500135",1610612757,"2025-26",False,1610612762,"240:00",136,46,96,21,55,23,27,14,25,39,34,14,5,16,33,"123.6","120.7","2.9","110.5","0.63","2026-02-05 11:34:35.838578-06"
"0022500136",1610612750,"2025-26",True,1610612747,"240:00",115,41,82,15,30,18,22,9,25,34,30,8,5,18,23,"116.2","118.4","-2.2","98.5","0.627","2026-02-05 11:34:37.569137-06"
"0022500136",1610612747,"2025-26",False,1610612750,"240:00",116,45,83,11,31,15,22,11,29,40,34,6,5,18,22,"118.4","116.2","2.2","98.5","0.626","2026-02-05 11:34:37.569137-06"
"0022500137",1610612756,"2025-26",True,1610612763,"240:00",113,41,86,16,40,15,17,8,32,40,25,11,4,20,20,"106.6","107.5","-0.9","106.0","0.604","2026-02-05 11:34:39.055374-06"
"0022500137",1610612763,"2025-26",False,1610612756,"240:00",114,44,93,15,38,11,13,9,32,41,31,12,3,17,17,"107.5","106.6","0.9","106.0","0.577","2026-02-05 11:34:39.055374-06"
"0022500138",1610612766,"2025-26",True,1610612753,"240:00",107,42,83,11,30,12,15,12,29,41,24,5,6,21,22,"111.5","128.1","-16.7","96.0","0.597","2026-02-05 11:34:40.24921-06"
"0022500138",1610612753,"2025-26",False,1610612766,"240:00",123,45,87,16,38,17,23,14,24,38,29,10,7,13,19,"128.1","111.5","16.7","96.0","0.633","2026-02-05 11:34:40.24921-06"
"0022500020",1610612754,"2025-26",True,1610612737,"240:00",108,35,99,13,47,25,33,18,31,49,23,6,3,12,16,"106.9","126.7","-19.8","101.0","0.476","2026-02-05 11:34:41.432009-06"
